,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
1075,Bacon and Date Appetizer,30 mins,5 mins,35 mins,6,6 servings,"1 (8 ounce) package pitted dates, 4 ounces almonds, 1 pound sliced bacon","Preheat the broiler.
Slit dates. Place one almond inside each date. Wrap dates with bacon, using toothpicks to hold them together.
Broil 10 minutes, or until bacon is evenly brown and crisp.",4.7,https://www.allrecipes.com/recipe/22694/bacon-and-date-appetizer/,/Meat and Poultry/Pork/Bacon/Appetizers/,"Total Fat 44g 56%, Saturated Fat 12g 61%, Cholesterol 52mg 17%, Sodium 631mg 27%, Total Carbohydrate 32g 12%, Dietary Fiber 5g 19%, Total Sugars 25g, Protein 14g, Vitamin C 0mg 1%, Calcium 65mg 5%, Iron 2mg 8%, Potassium 538mg 11%","Prep Time: 30 mins, Cook Time: 5 mins, Total Time: 35 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/6OCad-_FowO9UdeAcA-TZyGLKcY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/695887-8c08b2f237314d508b27745bcd458fdb.jpg
1076,Cherry Winks,,,,30,5 dozen,"¾ cup shortening, 1 cup white sugar, 2  eggs, 2 tablespoons milk, 1 teaspoon vanilla extract, 2 ¼ cups sifted all-purpose flour, 1 teaspoon baking powder, ½ teaspoon baking soda, ½ teaspoon salt, 1 cup chopped pecans, 1 cup dates, pitted and chopped, ⅓ cup maraschino cherries, chopped, 2 ½ cups crushed cornflakes cereal, 10  maraschino cherries, quartered","Preheat oven to 375 degrees F (190 degrees C). Lightly grease baking sheets.
Cream the shortening with the sugar. Blend in the eggs, milk and vanilla.
Sift together the flour, baking powder, baking soda and salt. Add the flour mixture to the creamed mixture and mix well. Stir in the chopped pecans, chopped dates and 1/3 cup maraschino cherries.
Shape teaspoonful sized chunks of dough into balls. Roll each ball in the crushed corn flakes. Place balls on the prepared baking sheets and top each cookie with 1/4 maraschino cherry.
Bake at 375 degrees F (190 degrees C) for 10 to 12 minutes. Let cool completely before storing in airtight containers.",4.7,https://www.allrecipes.com/recipe/11223/cherry-winks/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 8g 11%, Saturated Fat 2g 8%, Cholesterol 13mg 4%, Sodium 98mg 4%, Total Carbohydrate 22g 8%, Dietary Fiber 1g 4%, Total Sugars 10g, Protein 2g, Vitamin C 1mg 3%, Calcium 19mg 1%, Iron 1mg 7%, Potassium 72mg 2%","Servings: 30, Yield: 5 dozen",https://www.allrecipes.com/thmb/NkZuBwLc5RlksQSJs0dX3hCBA6Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/768546-9a346e63543948808f1e98313d0aec20.jpg
1077,Pecan Pie Energy Bites,15 mins,10 mins,25 mins,12,12 2-inch balls,"1 cup pecan halves, ⅓ cup rolled oats, 1 cup pitted Medjool dates, ⅛ teaspoon ground cinnamon, ¼ teaspoon kosher salt, ¼ teaspoon vanilla extract, 1 tablespoon maple syrup","Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper.
Arrange a single layer of pecans on the prepared baking sheet. Top with rolled oats. Bake in the preheated oven until toasted, about 10 minutes. Allow to cool completely.
Pulse pecans, oats, dates, cinnamon, salt, vanilla extract, and maple syrup in a food processor until nuts are ground to desired consistency.
Shape mixture into twelve 2-inch tightly-packed balls. Refrigerate before serving.











Chef John
",5.0,https://www.allrecipes.com/recipe/8381294/pecan-pie-energy-bites/,/Appetizers and Snacks/Snacks/Energy Ball Recipes/,"Total Fat 7g 8%, Saturated Fat 1g 3%, Sodium 41mg 2%, Total Carbohydrate 15g 5%, Dietary Fiber 2g 7%, Protein 2g, Potassium 144mg 3%","Prep Time: 15 mins, Cook Time: 10 mins, Total Time: 25 mins, Servings: 12, Yield: 12 2-inch balls",https://www.allrecipes.com/thmb/BDw8F70K9G3J3feAHq7_UWq_gWQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Pecan-pie-energy-bites-chef-john-2000-d6fbb9081b7e4a89bd1bcfa587dbbece.jpg
1078,Date Nut Pinwheel Cookies I,,,,24,4 dozen,"1 ½ cups pitted dates, ¼ cup white sugar, 1 pinch salt, 1 ¼ cups water, 1 teaspoon lemon zest, 4 teaspoons lemon juice, ⅔ cup finely chopped walnuts, 3 ½ cups all-purpose flour, 1 ½ teaspoons baking powder, ¼ teaspoon baking soda, ¾ teaspoon salt, ¾ cup butter, ½ cup white sugar, 1 cup packed brown sugar, 2  eggs, 1 ½ teaspoons vanilla extract","Chop pitted dates in food chopper. Place dates into small saucepan and add 1/4 cup sugar, dash of salt, and 1 1/4 cups of water. Cook, stirring constantly until mixture is of a soft consistency. Remove from heat.
Add grated lemon rind, lemon juice, and chopped nuts. Mix well and chill.
Cream together 3/4 cup butter and gradually add 1/2 cup white sugar and 1cup lightly packed brown sugar. Beat well. Beat 2 eggs until thick and add to creamed mixture part at a time, beating well after each addition. Stir in 1 1/2 teaspoons vanilla.
Measure into a sifter 3 1/2 cups flour, 1 1/2 teaspoons baking powder, 1/4 teaspoon baking soda, and 3/4 teaspoon of salt. Sift together twice. Sift dry ingredients into creamed mixture about 1/4 at a time. Combine thoroughly after each addition. Chill until firm.
Divide dough into 3 parts. Roll out 1 part at a time into a rectangle. Spread with date filling. Roll up jelly roll fashion in waxed paper. Chill several hours.
Preheat oven to 350 degrees F (180 degrees C).
With sharp knife, slice 1/4 inch thick slices off of rolls and place on greased cookie sheets. Bake 10 - 13 minutes. Let cool.",4.3,https://www.allrecipes.com/recipe/10087/date-nut-pinwheel-cookies-i/,/Desserts/Cookies/Fruit Cookie Recipes/Date/,"Total Fat 9g 11%, Saturated Fat 4g 20%, Cholesterol 31mg 10%, Sodium 173mg 8%, Total Carbohydrate 37g 13%, Dietary Fiber 2g 5%, Total Sugars 21g, Protein 3g, Vitamin C 1mg 3%, Calcium 39mg 3%, Iron 1mg 7%, Potassium 116mg 2%","Servings: 24, Yield: 4 dozen",https://www.allrecipes.com/thmb/AhWlGB4a__8ZvrmHt0pU7EA7w9k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3043500-86cc7ecbc55349bea6dd2c090eddbeba.jpg
1079,Eggless Date Cake,,,,8,1 loaf,"¾ cup milk, 18  dates, pitted and left whole, ½ cup brown sugar, ½ cup vegetable oil, 1 teaspoon vanilla extract (Optional), 1 cup all-purpose flour, 1 teaspoon baking soda, 1 teaspoon ground cinnamon (Optional), ¼ cup chopped walnuts (Optional)","Heat milk in a saucepan until almost boiling and stir in dates; let soak for several hours, refrigerated. For best flavor, refrigerate dates and milk overnight.
Preheat oven to 350 degrees F (175 degrees C). Grease a medium loaf pan.
Transfer milk and dates to food processor, add brown sugar, and process into a smooth paste. Mix in vegetable oil and vanilla extract with a few pulses.
Whisk flour, baking soda, and cinnamon in a bowl until thoroughly combined. Pulse flour mixture, about 1/4 cup at a time, into the date paste until batter is smooth; do not overmix. Stir walnuts into batter with a fork and transfer to the prepared loaf pan.
Bake in the preheated oven until a toothpick inserted into the middle of the cake comes out clean, about 40 minutes.",4.2,https://www.allrecipes.com/recipe/228297/eggless-date-cake/,/Desserts/Cakes/Coffee Cake Recipes/,"Total Fat 17g 21%, Saturated Fat 3g 14%, Cholesterol 2mg 1%, Sodium 171mg 7%, Total Carbohydrate 41g 15%, Dietary Fiber 2g 8%, Total Sugars 27g, Protein 3g, Vitamin C 0mg 1%, Calcium 54mg 4%, Iron 1mg 7%, Potassium 210mg 4%","Servings: 8, Yield: 1 loaf",https://www.allrecipes.com/thmb/g1Oq8CMjHlAbcdDMBYQ8qGjaJxs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7268705-b700b0cdc4ea4f16993f8c7693258c16.jpg
1080,Coconut Date Bars,10 mins,,40 mins,4,4 servings,"⅓ cup slivered almonds, ½ cup flaked coconut, 10  pitted dates, or to taste, ¼ cup cashews, or to taste, 1 teaspoon coconut oil","Blend almonds and coconut in a food processor; add dates and pulse until combined. Add cashews and coconut oil; pulse until mixture is thick and sticks together. Transfer to a sheet of waxed paper; form into a square, folding sides of waxed paper over the top. Refrigerate until solid, at least 30 minutes.",4.7,https://www.allrecipes.com/recipe/230870/coconut-date-bars/,/Desserts/Cookies/Fruit Cookie Recipes/Date/,"Total Fat 17g 22%, Saturated Fat 9g 44%, Sodium 61mg 3%, Total Carbohydrate 23g 8%, Dietary Fiber 5g 17%, Total Sugars 15g, Protein 5g, Vitamin C 0mg 2%, Calcium 38mg 3%, Iron 1mg 8%, Potassium 304mg 6%","Prep Time: 10 mins, Additional Time: 30 mins, Total Time: 40 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/3nGgR_2dzKOqDHsJA8M-lHj5hy0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5560798-coconut-date-bars-Kim-4x3-1-71d4d3bf677d4e8aa5b1176b74956994.jpg
1081,Great-Grandma Cathy's Date Loaf Candy,10 mins,20 mins,8 hrs 30 mins,10,10 servings,"2 cups white sugar, 1 cup milk, ¼ cup butter, 1 cup chopped dates, 1 cup chopped pecans, 1 teaspoon vanilla extract","Stir sugar, milk, and butter together in a saucepan; bring to a boil without stirring once the boiling begins. Heat until a small amount of syrup dropped into cold water forms a rigid ball or until the mixture reaches 250 degrees F (120 degrees C), about 20 minutes. Immediately remove saucepan from heat and stir dates, pecans, and vanilla into the milk mixture.
Thoroughly wet a piece of cheesecloth and lay out onto a flat work surface. Pour the candy mixture into the middle of the cloth and roll the cloth around it to shape into a log.
Refrigerate until hard, 8 hours to overnight. Remove log from cloth and slice.",4.3,https://www.allrecipes.com/recipe/238901/great-grandma-cathys-date-loaf-candy/,/Desserts/Candy Recipes/Nut Candy Recipes/,"Total Fat 13g 17%, Saturated Fat 4g 20%, Cholesterol 14mg 5%, Sodium 43mg 2%, Total Carbohydrate 56g 20%, Dietary Fiber 3g 9%, Total Sugars 53g, Protein 2g, Vitamin C 0mg 1%, Calcium 45mg 3%, Iron 1mg 3%, Potassium 201mg 4%","Prep Time: 10 mins, Cook Time: 20 mins, Additional Time: 8 hrs, Total Time: 8 hrs 30 mins, Servings: 10, Yield: 10 servings",https://www.allrecipes.com/thmb/k3S5_OZKjKM104LrgG-t3S4F7Ik=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4515448-dc9db6ea1ae14db1a3fc80eb5745130c.jpg
1082,Power Cookies,15 mins,15 mins,30 mins,18,18 cookies,"4 cups rolled oats, 1 (15 ounce) can cannellini beans, drained and rinsed, ½ cup white sugar, ½ cup brown sugar, 1 teaspoon vanilla extract, 1 teaspoon baking powder, 1 teaspoon baking soda, 1 teaspoon ground cinnamon, ½ cup chopped pitted dates, ½ cup flaked coconut, ½ cup raisins, ½ cup chopped walnuts","Preheat the oven to 325 degrees F (165 degrees C). Grease cookie sheets. Grind the oats in a blender until resembling coarse flour.
In a medium bowl, mash beans to a smooth paste. Stir in the white sugar, brown sugar and vanilla until well blended. Combine the ground oats, baking powder, baking soda and cinnamon; blend into the bean mixture. Stir in the dates, coconut, raisins and walnuts. Drop dough by heaping spoonfuls onto the prepared cookie sheet.
Bake for 10 to 15 minutes in the preheated oven, until golden. Cool on baking sheets for 5 minutes then remove to wire racks to cool completely.",4.2,https://www.allrecipes.com/recipe/20340/power-cookies/,/Desserts/Cookies/Fruit Cookie Recipes/Date/,"Total Fat 4g 5%, Saturated Fat 1g 5%, Sodium 147mg 6%, Total Carbohydrate 33g 12%, Dietary Fiber 4g 13%, Total Sugars 16g, Protein 4g, Vitamin C 0mg 1%, Calcium 40mg 3%, Iron 1mg 8%, Potassium 154mg 3%","Prep Time: 15 mins, Cook Time: 15 mins, Total Time: 30 mins, Servings: 18, Yield: 18 cookies",https://www.allrecipes.com/thmb/AkIDcjvKX6Qi1MTZcdibRRLEZ3w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3395153-69734346092c40388b289166acfb6b16.jpg
1083,Reshteh Polo (Persian Noodle Rice),35 mins,1 hrs 10 mins,3 hrs 35 mins,10,10 servings,"1 cup basmati rice, 3 ½ tablespoons kosher salt, divided, ¼ teaspoon saffron threads, 2 tablespoons boiling water, ½ (8 ounce) package roasted noodles, ¼ cup grapeseed oil,   kosher salt to taste (such as Diamond Crystal®), 2 medium gold potatoes, sliced into quarter rounds, ¼ cup boiling water, 2 tablespoons unsalted butter, melted, 3 tablespoons unsalted butter, 6  Medjool dates, pitted and quartered, ½ cup golden raisins, rinsed and drained, ¼ teaspoon ground cinnamon","Place rice in a medium bowl and cover with tepid water. Gently swish it around with your finger to activate the starches, then tip the bowl to drain water. Repeat this process until water runs clear, about 7 rinses. Cover rice with cold water, add 1/2 tablespoon salt, stir gently, and soak for 1 hour. Drain rice without rinsing.
Crush saffron threads to a powder in a small mortar and pestle. Transfer to a small bowl with 2 tablespoons boiling water. Stir, cover, and set saffron water aside.
Fill a 5-quart nonstick pot with 9 cups water and bring to a boil over medium-high heat. Add 3 tablespoons salt and stir until dissolved. Break roasted noodles into thirds and add to the boiling water with the rice. Stir once gently, and watch carefully as it cooks so water does not boil over. Taste water for salt and adjust accordingly. Cook until the first rice grain pops up to the surface. Set a timer for 4 minutes and cook, scooping off any foam from the surface, until the timer goes off. Test rice and continue to cook until tender on the outside but still firm to the bite on the inside, 6 to 8 minutes more.
Drain rice and noodles in a colander and rinse quickly with lukewarm water and a spray faucet to rinse off extra starch. Taste and gently rinse again if too salty. Set aside to drain completely. Wash and dry the pot.
Place the clean pot over medium heat. Add oil, 1 tablespoon saffron water, and a pinch of salt; swirl the pot until the bottom and lower sides are coated with the oil mixture. Tightly overlap potato slices in a single layer covering the bottom of the pot to create the tahdig layer.
Gently scatter rice-noodle mixture over the tahdig in a pyramid shape, making sure potatoes are completely covered and moving noodles away from the sides of the pot. Gently poke the handle of a wooden spoon into the rice and noodles a few times, being careful not to hit the tahdig; this will allow steam to escape while cooking. Cover and cook until you see steam escaping from the sides of the lid and tahdig starts to set, about 10 minutes.
Meanwhile, combine 1/4 cup boiling water with 2 tablespoons melted butter and remaining saffron water. Lay a kitchen towel out on a heatproof surface.
Test the tahdig by quickly tapping the side of the pot with a wooden spoon. When the pot sizzles, remove it from the heat. Remove the lid and place it on the kitchen towel, being careful that none of the condensation drips into the pot. Wrap the towel around the lid and secure the ends at the top by the handle so they will not hang near the heat source. Drizzle the butter mixture over the rice and cover with the towel-wrapped lid.
Place a heat diffuser on a burner over low or medium-low heat and return the pot to the stove. Cook until crispy, rotating the pot a few times, about 35 minutes. Remove from the heat and place on a damp kitchen towel; let sit, uncovered, for 5 minutes so tahdig will release easily.
Meanwhile, melt 3 tablespoons butter in a small pan over medium heat. Add dates, raisins, and cinnamon; sprinkle with a little salt. Cook and stir until dates are glistening and soft, 3 to 5 minutes.
Gently scatter rice on a platter and remove potato tahdig pieces and serve on the side. Sprinkle raisin-date sauce over top.",5.0,https://www.allrecipes.com/recipe/279194/reshteh-polo-persian-noodle-rice/,/Side Dish/Rice Side Dish Recipes/,"Total Fat 12g 15%, Saturated Fat 4g 22%, Cholesterol 15mg 5%, Sodium 2124mg 92%, Total Carbohydrate 45g 16%, Dietary Fiber 2g 9%, Total Sugars 16g, Protein 4g, Vitamin C 0mg 2%, Calcium 15mg 1%, Iron 0mg 2%, Potassium 176mg 4%","Prep Time: 35 mins, Cook Time: 1 hrs 10 mins, Additional Time: 1 hrs 50 mins, Total Time: 3 hrs 35 mins, Servings: 10, Yield: 10 servings",https://www.allrecipes.com/thmb/2Tqz-HYg7jNg5_EjWDp3xfuRNwE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7797735-e68f4a0c8994432c9ddb87a19c3b6b75.jpg
1084,Paleo Almond Date Cookies,25 mins,15 mins,50 mins,24,2 dozen,"2 ½ cups blanched almond flour, 1 cup pitted and chopped dates, ½ cup chopped dried cherries, ½ cup chopped walnuts, 2 tablespoons chia seeds, or more to taste, ½ teaspoon baking soda, ½ teaspoon sea salt, ½ cup coconut oil, 1  egg, 2 tablespoons maple syrup, 1 tablespoon vanilla extract","Preheat oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper.
Combine almond flour, dates, cherries, walnuts, chia seeds, baking soda, and sea salt in a large bowl; whisk to blend. Add coconut oil, egg, maple syrup, and vanilla extract; blend well with a spoon or fork until dough comes together.
Scoop dough onto prepared baking sheets with a small cookie scoop.
Bake in the preheated oven until edges are golden, about 15 minutes. Turn off oven and let cookies sit with oven door closed, about 10 minutes more. Remove from oven and let cool.",4.6,https://www.allrecipes.com/recipe/246422/paleo-almond-date-cookies/,/Desserts/Nut Dessert Recipes/Almond Dessert Recipes/,"Total Fat 13g 17%, Saturated Fat 5g 24%, Cholesterol 8mg 3%, Sodium 67mg 3%, Total Carbohydrate 12g 4%, Dietary Fiber 3g 9%, Total Sugars 8g, Protein 4g, Vitamin C 0mg 1%, Calcium 13mg 1%, Iron 1mg 4%, Potassium 68mg 1%","Prep Time: 25 mins, Cook Time: 15 mins, Additional Time: 10 mins, Total Time: 50 mins, Servings: 24, Yield: 2 dozen",https://www.allrecipes.com/thmb/6ASjAVDl6LPVmUQCs7Dv_SbL93M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8580052-paleo-almond-date-cookies-Katy-Freund-4x3-1-520e76f55341426881a8f86e1d35e831.jpg
1085,Date-Nut Balls,15 mins,10 mins,30 mins,48,4 dozen balls,"14 tablespoons butter, 1 cup pitted chopped dates, 1 cup white sugar, 2 cups crispy rice cereal (such as Rice Krispies®), 1 cup chopped pecans, 2 tablespoons confectioners' sugar, or as needed","Melt butter in a saucepan over medium heat; cook and stir dates and white sugar in melted butter until thick and golden brown, 10 to 15 minutes. Remove saucepan from heat.
Stir crispy rice cereal and pecans into hot date mixture. Let cool until easily handled, 5 to 10 minutes.
Form mixture into small balls with your hands.
Pour confectioners' sugar into a resealable plastic bag; add date-nut balls, seal the bag, and lightly shake until well-coated.",3.8,https://www.allrecipes.com/recipe/240653/date-nut-balls/,/Desserts/Cookies/Fruit Cookie Recipes/Date/,"Total Fat 5g 6%, Saturated Fat 2g 12%, Cholesterol 9mg 3%, Sodium 33mg 1%, Total Carbohydrate 8g 3%, Dietary Fiber 1g 2%, Total Sugars 7g, Protein 0g, Vitamin C 1mg 4%, Calcium 4mg 0%, Iron 1mg 3%, Potassium 32mg 1%","Prep Time: 15 mins, Cook Time: 10 mins, Additional Time: 5 mins, Total Time: 30 mins, Servings: 48, Yield: 4 dozen balls",https://www.allrecipes.com/thmb/LXm_15zLymhZ7c7ruydxFrE3uuI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4780653-1d6a28c281534895ba57a627715e816e.jpg
